"";"MSETrain";"MSEValid"
"1";0,0498289989201603;0,0360446440709102
"2";0,043790211459304;0,0323582500606388
"3";0,0381052067474916;0,0285238693286846
"4";0,0325604728455352;0,025165759123765
"5";0,0280647304286243;0,0228103972100592
"6";0,0249541675498846;0,0214281144080224
"7";0,0229618744446732;0,0207067650633973
"8";0,0217005865914481;0,020359746821515
"9";0,0208881235321087;0,020204259203626
"10";0,0203519098967024;0,0201397391108723
"11";0,0199892438235131;0,0201151881899152
"12";0,0197377767047009;0,0201061360247723
"13";0,0195586446584842;0,0201015843973531
"14";0,01942720161893;0,0200970977931828
"15";0,0193276702944349;0,020091210092817
"16";0,0192497811601827;0,0200839073627026
"17";0,019186883627459;0,0200756416692362
"18";0,0191346061378511;0,0200670353777997
"19";0,0190900360826976;0,0200586288006275
"20";0,0190512251093384;0,0200508724559437
"21";0,0190168055350506;0,0200440697855764
"22";0,0189858620441241;0,0200384282446527
"23";0,0189576962453813;0,0200340128564215
"24";0,0189318425447038;0,020030849939817
"25";0,0189079094197648;0,0200288837606257
"26";0,0188856415874254;0,0200280214284922
"27";0,0188647903780997;0,0200281654085432
"28";0,0188451878075461;0,0200291670762099
"29";0,0188266883776026;0,0200309288966191
"30";0,0188091571717917;0,0200332821189583
"31";0,0187924751461627;0,0200361152748009
"32";0,0187765973285564;0,0200393153475477
"33";0,0187614086431538;0,0200427600315639
"34";0,018746860149664;0,0200463657255297
"35";0,0187328473539524;0,0200500178646732
"36";0,0187193649651769;0,0200536591666085
"37";0,0187063415569671;0,0200572277044321
"38";0,0186937321571636;0,0200606414249965
"39";0,0186814944390285;0,0200638554312966
"40";0,0186696085619034;0,0200668279226724
"41";0,0186580150038128;0,020069543417398
"42";0,0186467177328885;0,0200719291513616
"43";0,0186356492908917;0,0200739696428373
"44";0,018624811000533;0,0200756617954799
"45";0,0186141697940483;0,0200769916757361
"46";0,0186036965718051;0,0200779360610169
"47";0,0185933992700669;0,020078477921424
"48";0,0185832263031217;0,0200786203533024
"49";0,0185731842845224;0,0200783556157892
"50";0,0185632467600575;0,0200777038351282
"51";0,0185533753711208;0,02007663559604
"52";0,0185436058308976;0,0200751555430425
"53";0,0185339063943342;0,020073288446897
"54";0,0185242466390877;0,0200710017959793
"55";0,0185146212743159;0,0200683250055685
"56";0,0185050316227293;0,0200652627201823
"57";0,0184954657799328;0,0200617979099224
"58";0,0184858774510567;0,0200579646345857
"59";0,0184763261580765;0,0200537396715833
"60";0,0184667457654638;0,0200491555325397
"61";0,0184571481776138;0,0200441889948659
"62";0,0184475333945265;0,020038855540288
"63";0,0184378815755434;0,0200331768432221
"64";0,0184281649437427;0,020027138970115
"65";0,0184184073079145;0,0200207543063473
"66";0,018408602054506;0,0200140135628837
"67";0,0183987015659369;0,0200069368659676
"68";0,0183887389099714;0,0199995149265636
"69";0,0183787114411882;0,019991769419088
"70";0,018368568896586;0,0199836709282615
"71";0,0183583469893499;0,0199752612547441
"72";0,018348003392742;0,0199665001460484
"73";0,0183375553019996;0,0199574123729359
"74";0,0183269670039374;0,0199479994835792
"75";0,0183162755344513;0,0199382537371152
"76";0,0183054134353024;0,0199281751335441
"77";0,0182944058379915;0,0199177729619014
"78";0,0182832937465461;0,0199070317404611
"79";0,0182719554715944;0,0198959607582588
"80";0,0182604611167961;0,0198845445335685
"81";0,0182488014231773;0,0198727923554259
"82";0,0182369380321317;0,0198606856457599
"83";0,0182248735890805;0,01984821821188
"84";0,018212594866918;0,0198354179208929
"85";0,0182001031883547;0,0198222692910727
"86";0,0181873787127322;0,0198087413589676
"87";0,0181743976312603;0,0197948325764049
"88";0,0181611837527292;0,0197805522324203
"89";0,0181476947504009;0,0197658771044248
"90";0,018133913429038;0,0197508071924185
"91";0,0181198424340617;0,0197353486890917
"92";0,0181054897017353;0,0197194659864748
"93";0,018090827455137;0,0197031482473596
"94";0,0180758332081873;0,0196863985680915
"95";0,0180604963792015;0,0196692092078073
"96";0,0180447971275213;0,0196515662329538
"97";0,0180287632300685;0,0196334355837339
"98";0,0180123113560776;0,0196148141638025
"99";0,0179954758960232;0,0195957128103677
"100";0,0179782330411152;0,0195760835300792
"101";0,0179605589825634;0,0195559232265918
"102";0,0179424431386834;0,0195352117736618
"103";0,0179238775732117;0,0195139367859085
"104";0,0179048318638054;0,0194920967151592
"105";0,0178852980742011;0,0194696528570993
"106";0,0178652550410298;0,0194465680555864
"107";0,0178446617602641;0,0194228624368643
"108";0,0178235526223785;0,01939848645941
"109";0,0178018681053976;0,0193734323823607
"110";0,0177796121774533;0,0193476754349548
"111";0,0177567583843342;0,0193212063281567
"112";0,0177332829172502;0,0192939662314081
"113";0,0177091513857266;0,0192659535965362
"114";0,0176844008256592;0,0192371452009523
"115";0,0176589188066501;0,0192075038885141
"116";0,0176327582371218;0,0191770126293232
"117";0,0176058701767835;0,019145646652618
"118";0,0175782294941345;0,0191133610613934
"119";0,0175498335437537;0,0190801527593043
"120";0,0175206505805874;0,0190459691084825
"121";0,0174906303416343;0,0190107853381665
"122";0,0174597820858684;0,0189745766775949
"123";0,0174280793590784;0,0189373059706254
"124";0,0173954851253684;0,018898943801979
"125";0,0173619570580005;0,0188594483709955
"126";0,0173274964796852;0,0188188010996038
"127";0,0172920782589218;0,0187769586389715
"128";0,0172556428737349;0,0187338946701644
"129";0,0172182154556253;0,0186895782297308
"130";0,0171797087056958;0,0186439442944217
"131";0,0171401504008681;0,0185969990569276
"132";0,0170994638239296;0,0185486867830351
"133";0,0170576304569324;0,0184989718647746
"134";0,0170146569134293;0,0184478186941766
"135";0,0169704770578921;0,018395200952307
"136";0,0169250644361097;0,0183410752903331
"137";0,0168783952392917;0,0182854215820114
"138";0,0168304496267798;0,018228182544956
"139";0,0167811614630457;0,0181693566309941
"140";0,0167305452979057;0,0181088757205319
"141";0,0166785455775162;0,0180467289763612
"142";0,0166251398157974;0,0179828978204108
"143";0,0165703213991967;0,0179173311629853
"144";0,0165140096423695;0,0178500166187039
"145";0,0164562309995273;0,0177809309649777
"146";0,0163969166897206;0,0177100385938372
"147";0,0163360958125819;0,0176373364089371
"148";0,0162736969417408;0,0175627888023079
"149";0,0162097253680395;0,0174863926776044
"150";0,0161441546372666;0,0174081263604102
"151";0,0160769596179216;0,0173279836580351
"152";0,0160081363418727;0,0172459599259612
"153";0,0159376821636988;0,0171620474233256
"154";0,0158655653383464;0,0170762430537831
"155";0,0157918123200267;0,0169885638472322
"156";0,0157164098816341;0,0168990020628099
"157";0,0156393408279313;0,0168075964048311
"158";0,0155606448402352;0,0167143360360876
"159";0,0154803258866774;0,016619264305412
"160";0,0153983773537052;0,0165223951463575
"161";0,0153148561178729;0,0164237858413102
"162";0,0152297740835753;0,0163234255530617
"163";0,0151431682867085;0,0162214180091759
"164";0,0150550784085891;0,0161177755950333
"165";0,0149655428078237;0,016012581911954
"166";0,0148746342334933;0,0159058756642527
"167";0,0147823778170984;0,0157977342605591
"168";0,0146888873117476;0,0156882397540204
"169";0,0145941838808099;0,0155774834868196
"170";0,0144983826001044;0,0154655366748958
"171";0,0144015628322649;0,0153525169793662
"172";0,0143038237805836;0,0152385049052053
"173";0,0142052289351676;0,0151236088244946
"174";0,014105914535205;0,0150079649764222
"175";0,0140059863975409;0,0148916662513436
"176";0,013905535789204;0,0147748736592082
"177";0,0138047267263045;0,0146576955720976
"178";0,0137036398941865;0,014540282162753
"179";0,0136024247591439;0,0144227572849819
"180";0,0135012069786802;0,0143052726596981
"181";0,0134001188238517;0,0141879769114705
"182";0,0132992991792676;0,0140710093758323
"183";0,0131988591526153;0,0139545295145605
"184";0,0130989680508469;0,01383866582598
"185";0,0129997197864125;0,0137235824163858
"186";0,0129012545666318;0,0136094279103465
"187";0,0128037086306928;0,0134963339025324
"188";0,012707204990678;0,0133844381803042
"189";0,0126118388817479;0,0132738707901595
"190";0,0125177306705639;0,0131647633267688
"191";0,0124249822058393;0,0130572334512488
"192";0,0123336874000242;0,012951402695148
"193";0,0122439441337003;0,0128473631747357
"194";0,0121558278013698;0,0127452201657481
"195";0,0120693979250079;0,0126450564954188
"196";0,0119847378353801;0,0125469371869967
"197";0,0119018806002507;0,0124509202969539
"198";0,011820876482621;0,0123570940711282
"199";0,0117417770682029;0,0122654933434028
"200";0,0116645955841022;0,0121761452067982
"201";0,0115893386438716;0,012089069787558
"202";0,0115160512196704;0,01200429263053
"203";0,0114447002437343;0,0119218369583031
